TIMESTAMP,ORIGINAL_DATA
1739014810524,72.89409520461516
1739014811537,79.30991637116733
1739014812539,72.00126956901151
1739014813540,77.85371909093999
1739025184527,73.63399202396084,simulation
1739025185536,78.9095815535566,simulation
1739025186549,79.69470292906462,simulation
1739025187564,78.03364732105595,simulation
1739025188571,79.18901189571403,simulation
1739025189578,79.96836048385168,simulation
1739025190588,79.11364911710747,simulation
1739025191599,79.27845833810059,simulation
1739025192602,70.49534801579584,simulation
1739025193615,71.90624692429387,simulation
1739025194623,70.30265001518245,simulation
1739025195632,72.2835219513016,simulation
1739025196639,78.73847113220728,simulation
1739025197647,78.12709237356098,simulation
1739025198657,76.65806728319801,simulation
1739025199667,70.52424486298071,simulation
1739025200676,70.67011560426232,simulation
1739025201690,77.1460696064684,simulation
1739025202697,78.57587514614984,simulation
1739025203702,73.98371819641662,simulation
1739025204714,74.08761005306079,simulation
1739025205724,79.76428384267015,simulation
1739025206730,75.44396770212904,simulation
1739025207740,71.16392664322933,simulation
1739025208752,75.87413536216562,simulation
1739025209760,76.72516778222219,simulation
1739025210771,70.27469544326948,simulation
1739025211780,77.23556169353505,simulation
1739025212792,71.27519085347646,simulation
1739025213801,77.05530545212295,simulation
1739025214812,74.86924279772057,simulation
1739025215824,77.46971066582186,simulation
1739025216829,72.99439496924832,simulation
1739025217841,78.65919849948074,simulation
1739025218852,75.64566612949008,simulation
1739025219860,71.70060205569216,simulation
1739025220866,75.39796852154021,simulation
1739025221874,71.82465023854826,simulation
1739025222883,79.0155425774395,simulation
1739025223896,75.84794922643135,simulation
1739025224909,78.5915609101496,simulation
1739025225919,74.17723195939222,simulation
1739025226927,74.28916795563809,simulation
1739025227936,79.73792790626118,simulation
1739025228950,79.93622471973643,simulation
1739025229955,77.81475044370019,simulation
1739025230968,71.67185200662121,simulation
1739025231975,77.62783662197099,simulation
1739025232975,77.04954667946255,simulation
1739025233984,76.07576718889025,simulation
1739025234995,71.85065985012719,simulation
1739025236003,73.86638621830087,simulation
1739025237015,72.86902787586907,simulation
1739025238021,77.16577603004205,simulation
1739025239030,74.82020678650066,simulation
1739025240042,73.5516245244002,simulation
1739025241050,73.27465706669514,simulation
1739025242050,78.11198684658996,simulation
1739025243059,75.82808141270742,simulation
1739025244067,75.17106875299626,simulation
1739025245076,77.1382339668138,simulation
1739025246083,73.6335175477276,simulation
1739025247092,78.18480161131676,simulation
1739025248106,71.3528271677718,simulation
1739025249110,72.37988568745331,simulation
1739025250121,79.18162221673924,simulation
1739025251132,77.30726054376272,simulation
1739025252143,78.37446036978719,simulation
1739025253150,76.17778176129852,simulation
1739025254160,78.06780281850335,simulation
1739025255165,71.28419213141899,simulation
1739025256172,72.40401724301957,simulation
1739025257183,77.3819072617514,simulation
1739025258190,72.26470437150631,simulation
1739025259203,77.55006345126704,simulation
1739025260210,70.0289308654472,simulation
1739025261222,79.99058037166193,simulation
1739025262227,79.83761193537049,simulation
1739025263236,75.96972061682503,simulation
1739025264245,75.81494565980488,simulation
1739025265250,78.43120558116902,simulation
1739025266262,72.89446715766445,simulation
1739025267274,75.93747024511808,simulation
1739025268282,70.78692530172242,simulation
1739025269290,73.4736524299356,simulation
1739025270302,70.81338804265022,simulation
1739025271315,72.45921546031042,simulation
1739025272326,73.10710835118724,simulation
1739025273334,79.9612799178447,simulation
1739025274341,77.44710417395996,simulation
1739025275350,71.98007398793989,simulation
1739025276361,77.96508464937631,simulation
1739025277371,72.24170416688376,simulation
1739025278386,73.36656170278054,simulation
1739025279395,71.7305615684289,simulation
1739025280408,73.7330247738746,simulation
1739025281417,78.33800631892504,simulation
1739025282420,78.4058706361207,simulation
1739025283427,70.40154341617018,simulation
1739025284438,73.8307055803261,simulation
1739025285448,71.37732183133677,simulation
1739025286456,72.02289277039381,simulation
1739025287467,78.45013711997194,simulation
1739025288473,73.6335321824147,simulation
1739025289484,79.25468613272916,simulation
1739025290494,77.67437870428037,simulation
1739025291498,76.24242152704122,simulation
1739025292503,76.78223486103403,simulation
1739025293512,76.46958421889057,simulation
1739025294515,73.39003368731854,simulation
1739025295526,78.66916082205893,simulation
1739025296534,77.70955003091912,simulation
1739025297544,73.6072281232032,simulation
1739025298553,74.92932188887801,simulation
1739025299566,79.42366698448451,simulation
1739025300568,72.81668874939047,simulation
1739025301578,70.77128132156687,simulation
1739025302586,70.98321826456268,simulation
1739025303598,70.35346628911232,simulation
1739025304606,70.12030014396335,simulation
1739025305620,73.52212824019315,simulation
1739025306631,78.30505913885396,simulation
1739025307642,75.81573379384614,simulation
1739025308648,72.67945649520252,simulation
1739025309658,72.76484082798854,simulation
1739025310666,77.76430459976123,simulation
1739025311677,72.73721667969447,simulation
1739025312678,79.9822610587083,simulation
1739025313685,73.85330063868425,simulation
1739025314689,70.11747791517188,simulation
1739025315703,73.36661007041131,simulation
1739025316715,73.09842360437783,simulation
1739025317723,71.42265705895998,simulation
1739025318735,70.4014818439692,simulation
1739025319742,78.67031926219128,simulation
1739025320749,76.68101368810655,simulation
1739025321758,72.035947157484,simulation
1739025322768,77.55057259632574,simulation
1739025323778,79.5264900043016,simulation
1739025324788,78.31319677867015,simulation
1739025325799,71.16939929718271,simulation
1739025326806,70.68549018678046,simulation
1739025327814,72.76199852506845,simulation
1739025328822,72.84075870878017,simulation
1739025329835,78.4410748915127,simulation
1739025330840,77.12076801291444,simulation
1739025331850,72.49125518652819,simulation
1739025332861,75.43678046499069,simulation
1739025333869,71.38225983614247,simulation
1739025334876,72.2645599474693,simulation
1739025335889,79.36359877317106,simulation
1739025336899,76.03368198605489,simulation
1739025337908,78.81563603388867,simulation
1739025338918,74.33762734773737,simulation
1739025339929,76.51679773089306,simulation
1739025340935,73.84055813567903,simulation
1739025341942,74.63895999951136,simulation
1739025342952,76.7280205743068,simulation
1739025343960,79.59984920563991,simulation
1739025344971,70.74801956702284,simulation
1739025345976,71.21725794769547,simulation
1739025346986,73.21851059058658,simulation
1739025348000,75.66636068867568,simulation
1739025349011,70.15902135276654,simulation
1739025350020,77.76748815443042,simulation
1739025351026,79.75323227884488,simulation
1739025352039,75.03264754839849,simulation
1739025353046,74.52620988082299,simulation
1739025354059,77.140435305209,simulation
1739025355069,79.52425505397034,simulation
1739025356078,72.25217042837063,simulation
1739025357086,72.60904733439422,simulation
1739025358093,78.78133846272543,simulation
1739025359106,73.88445705857028,simulation
1739025360114,74.99701021385438,simulation
1739025361127,71.1900055544463,simulation
1739025362137,74.90282906266053,simulation
1739025363144,79.39947316113255,simulation
1739025364146,79.71732075268658,simulation
1739025365152,75.5998796560805,simulation
1739025366160,70.15950256750067,simulation
1739025367164,73.56395699292918,simulation
1739025368169,79.86916141379493,simulation
1739025369190,72.01676199320731,simulation
1739025370190,72.3502134679751,simulation
1739025371198,77.4807044120617,simulation
1739025372205,72.10977400494897,simulation
1739025373212,79.08621237191625,simulation
1739025374221,71.46731851174331,simulation
1739025375222,78.90537760659753,simulation
1739025376238,77.14025549882508,simulation
1739025377240,76.74321171624442,simulation
1739025378245,77.14387497181146,simulation
1739025379245,78.73207542013661,simulation
1739025380246,76.3959941772262,simulation
1739025381260,77.2860512449493,simulation
1739025382262,79.79523168867895,simulation
1739025383271,75.41044091234936,simulation
1739025384281,79.5033961676125,simulation
1739025385290,71.51322886095933,simulation
1739025386300,72.52005408269571,simulation
1739025387312,78.27940667887887,simulation
1739025388318,77.12841408814779,simulation
1739025389323,76.76285837162243,simulation
1739025390326,71.23178961143725,simulation
1739025391328,71.7806978488099,simulation
1739025392340,70.46120670543773,simulation
1739025393346,75.94714372601254,simulation
1739025394349,73.19117159699569,simulation
1739025395362,70.41508288673353,simulation
1739025396364,74.11435269870935,simulation
1739025397367,73.06819460107494,simulation
1739025398390,76.41101064057315,simulation
1739025399405,72.95979455727671,simulation
1739025400412,72.53226719348254,simulation
1739025401426,75.09723608111035,simulation
1739025402432,74.57868399918398,simulation
1739025403442,77.8716117048497,simulation
1739025404455,74.59433530065382,simulation
1739025405465,79.42616498710818,simulation
1739025406471,73.9659963610382,simulation
1739025407476,77.54666964511313,simulation
1739025408484,72.69546733105065,simulation
1739025409495,76.14111435146607,simulation
1739025410502,77.53926050482363,simulation
1739025411515,76.57895201986064,simulation
1739025412517,74.69422467647259,simulation
1739025413521,76.51740367815131,simulation
1739025414530,78.7801006352184,simulation
1739025415535,73.27247629807201,simulation
1739025416549,72.3257655302904,simulation
1739025417556,72.42767016595151,simulation
1739025418558,71.23263252029498,simulation
1739025419568,77.58434997644255,simulation
1739025420573,75.89388643981974,simulation
1739025421576,72.30139068387258,simulation
1739025422579,79.211395121089,simulation
1739025423592,76.20815075832954,simulation
1739025424600,74.15652885702802,simulation
1739025425607,74.7652871043867,simulation
1739025426614,73.56864605474587,simulation
1739025427622,79.41002586047328,simulation
1739025428631,71.92596984533664,simulation
1739025429637,71.67422642683673,simulation
1739025430651,79.85790599048335,simulation
1739025431661,72.69515582590218,simulation
1739025432668,72.67429588748452,simulation
1739025433676,79.43780057632775,simulation
1739025434682,79.79252256158007,simulation
1739025435685,73.78548314684565,simulation
1739025436693,70.25659157329018,simulation
1739025437704,78.52117983794014,simulation
1739025438716,79.02756241933449,simulation
1739025439720,76.46059345620107,simulation
1739025440726,74.95923070491445,simulation
1739025441735,70.06388527432514,simulation
1739025442748,78.17625484475948,simulation
1739025443762,76.67173680919905,simulation
1739025444769,77.36849877586904,simulation
1739025445778,78.06767087840113,simulation
1739025446785,72.94072535533071,simulation
1739025447789,70.95796300691788,simulation
1739025448803,71.87413988729932,simulation
1739025449809,70.34316331011098,simulation
1739025450813,73.10885597319681,simulation
1739025451818,73.40885527480418,simulation
1739025452831,79.44995511893022,simulation
1739025453836,74.55162980671298,simulation
1739025454845,76.85578366241121,simulation
1739025455856,71.0195359639752,simulation
1739025456863,70.94302139128133,simulation
1739025457868,79.09491409973057,simulation
1739025458873,79.4803822145804,simulation
1739025459881,79.0690397578164,simulation
1739025460903,78.26077197623356,simulation
1739025461925,71.59689435594187,simulation
1739025462944,74.79628861561959,simulation
1739025464009,77.4549769467805,simulation
1739025465020,76.16972607505106,simulation
1739025466028,70.10445968025142,simulation
1739025467032,76.07754951529463,simulation
1739025468037,75.23411175215128,simulation
1739025469047,70.27645003734757,simulation
1739025470052,78.36484829339325,simulation
1739025471060,75.84613474364593,simulation
1739025472071,76.1592529628162,simulation
1739025473080,76.21572803289583,simulation
1739025474091,70.72729714295362,simulation
1739025475099,74.94096988805568,simulation
1739025476105,72.77199883985176,simulation
1739025477111,79.41421602639227,simulation
1739025478121,74.73887062936012,simulation
1739025479134,79.00161436819124,simulation
1739025480144,79.13208897647692,simulation
1739025481159,75.36857786980255,simulation
1739025482192,77.82253940077615,simulation
1739025483207,76.77031150319644,simulation
1739025484221,73.14927126075419,simulation
1739025485233,79.84214070362123,simulation
1739025486245,70.41554883954451,simulation
1739025487260,72.9554542666033,simulation
1739025488268,79.47894656860767,simulation
1739025489274,70.432263249847,simulation
1739025490284,71.60271026539941,simulation
1739025491296,73.34420021412322,simulation
1739025492306,77.50446049740364,simulation
1739025493320,79.34424815102003,simulation
1739025494328,79.3370220073167,simulation
1739025495332,77.65145393004764,simulation
1739025496340,72.13022363574498,simulation
1739025497352,73.62382729387409,simulation
1739025498367,73.06855576468678,simulation
1739025499370,78.6095449988444,simulation
1739025500378,79.47789475459163,simulation
1739025501391,77.51270524499914,simulation
1739025502400,72.65628393246905,simulation
1739025503410,72.16442668453854,simulation
1739025504420,78.20699409322653,simulation
1739025505431,75.85941487664302,simulation
1739025506443,75.6316957818281,simulation
1739025507453,79.89166019052132,simulation
1739025508460,74.50647845077617,simulation
1739025509470,73.66043547083018,simulation
1739025510471,78.85615443983691,simulation
1739025511476,76.75592670190423,simulation
1739025512485,79.72338642312236,simulation
1739025513493,72.24556616224018,simulation
1739025514504,76.74999168774744,simulation
1739025515514,74.16950583016352,simulation
1739025516519,70.70181946981234,simulation
1739025517527,77.7357157937286,simulation
1739025518540,71.26211520140195,simulation
1739025519548,76.0772961276954,simulation
1739025520557,73.37747803739497,simulation
1739025521567,76.8803495064254,simulation
1739025522576,77.52657312426837,simulation
1739025523586,77.69229734493234,simulation
1739025524596,70.38669950162097,simulation
1739025525610,75.40498409107438,simulation
1739025526618,78.58667176408757,simulation
1739025527627,72.76621352588384,simulation
1739025528638,74.13981194134648,simulation
1739025529647,71.94168343498066,simulation
1739025530654,77.54899811491887,simulation
1739025531660,76.54901898242416,simulation
